cycle,t_read_ms,t_lane_ms,t_sign_ms,t_control_ms,latency_ms
49,0.21801899993079132,3.4507969999140187,0.016833000245242147,0.009221999789588153,3.6948709998796403
50,0.31637199981560116,4.659562000142614,0.01861100008682115,0.010093000128108542,5.004638000173145
51,0.22563099992112257,3.439426000113599,0.018258999716636026,0.008444000286544906,3.6917600000379025
52,0.18639000018083607,3.640000999894255,0.01936999979079701,0.009000000318337698,3.854761000184226
53,0.186111999937566,3.384907000054227,0.015481999980693217,0.008221999905799748,3.594722999878286
54,0.21955600004730513,3.480371000023297,0.019425999653321924,0.008852000064507592,3.7282049997884315
55,0.24146399982782896,3.532001000166929,0.021704000118916156,0.010610999652271857,3.805779999765946
56,0.21031599999332684,3.4682589998737967,0.01909300044644624,0.009017999673233135,3.706685999986803
57,0.22900200019648764,3.4252769996783172,0.016352000329789007,0.009425999905943172,3.680057000110537
58,0.14094499965722207,3.3982410000135133,0.012240000160090858,0.00848199988467968,3.559907999715506
59,0.23503900001742295,3.427518000080454,0.014925999948900426,0.00905599972611526,3.6865389997728926
60,0.24629799963804544,3.5838530002365587,0.01879599994936143,0.010036999810836278,3.858983999634802
61,0.2067240002361359,3.4396659998492396,0.014186000043991953,0.008555000022170134,3.6691310001515376
62,0.21831599997312878,3.524816000208375,0.014814999758527847,0.008258999969257275,3.766205999909289
63,0.18155699990529683,3.5502410000844975,0.018814999748428818,0.010852000286831753,3.761465000025055
64,0.2168899995922402,3.4670560003178252,0.019037000129173975,0.008758999683777802,3.711741999723017
65,0.21459399977175053,3.5655189999488357,0.015389000054710777,0.00850000014906982,3.804001999924367
66,0.21285299999362906,3.488297000330931,0.017962999663723167,0.008240000170189887,3.727353000158473
67,0.3679649998957757,3.503593000004912,0.01833299984355108,0.007833999916329049,3.897724999660568
68,0.1380939997943642,3.4781849999490078,0.0172960003510525,0.006592999852728099,3.6401679999471526
69,0.2113710002049629,3.4532229997239483,0.020277000203350326,0.007425999683619011,3.6922969998158806
70,0.41031699993254733,5.7973459997811005,0.01592600028743618,0.008759999673202401,6.2323489996742865
71,0.158333999934257,3.390759000012622,0.013519000276573934,0.007851999725971837,3.5704639999494248
72,0.2220199999101169,3.499352000289946,0.015721999716333812,0.008648999937577173,3.7457429998539737
73,0.1660379998611461,3.4849449998546334,0.014667000414192444,0.008703999810677487,3.6743539999406494
74,0.22127900001578382,3.4797600001184037,0.017519000266474904,0.008980999609775608,3.727539000010438
75,0.2466680002726207,3.8417799996750546,0.014852000276732724,0.009889000011753524,4.1131890002361615
76,0.2105930002471723,3.4654819996831066,0.017408000076102326,0.008166000043274835,3.701649000049656
77,0.21514899981411872,3.459296000073664,0.015962999896146357,0.009001000307762297,3.6994090000916913
78,0.12592700022651115,3.493445000003703,0.015684999652876286,0.009721999958856031,3.6447789998419466
79,0.22109400015324354,3.448166999987734,0.01555499966343632,0.009482000223215437,3.6942980000276293
80,0.2272789997732616,3.994466000222019,0.016204000075958902,0.011629999789875,4.249578999861114
81,0.21387099968706025,3.448259000379039,0.013760000001639128,0.008944000001065433,3.684834000068804
82,0.20477899988691206,3.485074000309396,0.017870999727165326,0.008537000212527346,3.716261000136001
83,0.3264649999437097,3.6382600001161336,0.017981999917537905,0.008148000233632047,3.9908550002110132
84,0.22307500012175296,3.603075000228273,0.020537999716907507,0.008739999884710414,3.855427999951644
85,0.19981499963250826,4.008911000255466,0.020481999854382593,0.010628999916661996,4.239836999659019
86,0.21522400038520573,3.4775739995893673,0.017871000181912677,0.008889000127965119,3.719558000284451
87,0.21137099975021556,3.463278000253922,0.016388999938499182,0.009111000053962925,3.7001489999965997
88,0.127462999898853,3.4756670002025203,0.023240999780682614,0.011241000265727052,3.637612000147783
89,0.21937200017418945,3.4652409999580414,0.015999999959603883,0.007908000043244101,3.708521000135079
90,0.20414899972820422,3.554260000328213,0.015536999853793532,0.009222000244335504,3.7831680001545465
91,0.15255700009220163,3.3788139999160194,0.013425999895844143,0.007723000180703821,3.552520000084769
92,0.20792699979210738,3.467870999884326,0.017018000107782427,0.009037999916472472,3.7018539997006883
93,0.12668599993048701,3.4620559999893885,0.021148000087123364,0.010240999927191297,3.62013099993419
94,0.21979799976179493,3.4828330003620067,0.015963999885570956,0.00801799978944473,3.7266129997988173
95,0.3825209996648482,3.529871000409912,0.01716599990686518,0.009518999831925612,3.939076999813551
96,0.30816800017419155,3.9403730002049997,0.02527799961171695,0.01385200039294432,4.2876710003838525
97,0.3419279996705882,4.597673000262148,0.022555999748874456,0.015037000139273005,4.977193999820884
98,0.19798199991782894,3.599075000238372,0.02635200007716776,0.01183399990623002,3.8352430001395987
99,0.21750099995188066,3.4633699997357326,0.019574999896576628,0.00840700022308738,3.7088529998072772
100,0.29335399995034095,3.5802229999717383,0.018555000224296236,0.00944499970501056,3.901576999851386
